[2020-06-22 14:18:14:0977] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:38:0341] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:38:0341] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:38:0841] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:39:0342] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:39:0342] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[60977], HostIp[c0a80180], HostPort[60977]
[2020-06-23 10:17:39:0342] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:39:0342] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:39:0342] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:39:0842] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:41:0844] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:41:0844] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:41:0845] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[61017], devIP[c0a88d0b]
[2020-06-23 10:17:42:0346] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:42:0847] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:42:0847] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:42:0847] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:43:0347] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:43:0848] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:43:0848] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[61017], HostIp[c0a80180], HostPort[61017]
[2020-06-23 10:17:43:0848] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:43:0848] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:43:0848] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:44:0348] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:46:0350] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:46:0350] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:46:0350] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[61034], devIP[c0a88d0b]
[2020-06-23 10:17:46:0851] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:47:0351] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:47:0351] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:47:0351] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:47:0851] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:48:0352] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:48:0352] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[61034], HostIp[c0a80180], HostPort[61034]
[2020-06-23 10:17:48:0352] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:48:0352] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:48:0352] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:48:0852] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:49:0353] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
